ticker,date,open,high,low,close,volume
AACB,2006-09-26,,,,,
AACB,2006-09-27,,,,,
AACB,2006-09-28,,,,,
AACB,2006-09-29,,,,,
AACB,2006-10-02,,,,,
AACB,2006-10-03,,,,,
AACB,2006-10-04,,,,,
AACB,2006-10-05,,,,,
AACB,2006-10-06,,,,,
AACB,2006-10-09,,,,,
AACB,2006-10-10,,,,,
AACB,2006-10-11,,,,,
AACB,2006-10-12,,,,,
AACB,2006-10-13,,,,,
AACB,2006-10-16,,,,,
AACB,2006-10-17,,,,,
AACB,2006-10-18,,,,,
AACB,2006-10-19,,,,,
AACB,2006-10-20,,,,,
AACB,2006-10-23,,,,,
AACB,2006-10-24,,,,,
AACB,2006-10-25,,,,,
AACB,2006-10-26,,,,,
AACB,2006-10-27,,,,,
AACB,2006-10-30,,,,,
AACB,2006-10-31,,,,,
AACB,2006-11-01,,,,,
AACB,2006-11-02,,,,,
AACB,2006-11-03,,,,,
AACB,2006-11-06,,,,,
AACB,2006-11-07,,,,,
AACB,2006-11-08,,,,,
AACB,2006-11-09,,,,,
AACB,2006-11-10,,,,,
AACB,2006-11-13,,,,,
AACB,2006-11-14,,,,,
AACB,2006-11-15,,,,,
AACB,2006-11-16,,,,,
AACB,2006-11-17,,,,,
AACB,2006-11-20,,,,,
AACB,2006-11-21,,,,,
AACB,2006-11-22,,,,,
AACB,2006-11-24,,,,,
AACB,2006-11-27,,,,,
AACB,2006-11-28,,,,,
AACB,2006-11-29,,,,,
AACB,2006-11-30,,,,,
AACB,2006-12-01,,,,,
AACB,2006-12-04,,,,,
AACB,2006-12-05,,,,,
AACB,2006-12-06,,,,,
AACB,2006-12-07,,,,,
AACB,2006-12-08,,,,,
AACB,2006-12-11,,,,,
AACB,2006-12-12,,,,,
AACB,2006-12-13,,,,,
AACB,2006-12-14,,,,,
AACB,2006-12-15,,,,,
AACB,2006-12-18,,,,,
AACB,2006-12-19,,,,,
AACB,2006-12-20,,,,,
AACB,2006-12-21,,,,,
AACB,2006-12-22,,,,,
AACB,2006-12-26,,,,,
AACB,2006-12-27,,,,,
AACB,2006-12-28,,,,,
AACB,2006-12-29,,,,,
AACB,2007-01-03,,,,,
AACB,2007-01-04,,,,,
AACB,2007-01-05,,,,,
AACB,2007-01-08,,,,,
AACB,2007-01-09,,,,,
AACB,2007-01-10,,,,,
AACB,2007-01-11,,,,,
AACB,2007-01-12,,,,,
AACB,2007-01-16,,,,,
AACB,2007-01-17,,,,,
AACB,2007-01-18,,,,,
AACB,2007-01-19,,,,,
AACB,2007-01-22,,,,,
AACB,2007-01-23,,,,,
AACB,2007-01-24,,,,,
AACB,2007-01-25,,,,,
AACB,2007-01-26,,,,,
AACB,2007-01-29,,,,,
AACB,2007-01-30,,,,,
AACB,2007-01-31,,,,,
AACB,2007-02-01,,,,,
AACB,2007-02-02,,,,,
AACB,2007-02-05,,,,,
AACB,2007-02-06,,,,,
AACB,2007-02-07,,,,,
AACB,2007-02-08,,,,,
AACB,2007-02-09,,,,,
AACB,2007-02-12,,,,,
AACB,2007-02-13,,,,,
AACB,2007-02-14,,,,,
AACB,2007-02-15,,,,,
AACB,2007-02-16,,,,,
AACB,2007-02-20,,,,,
AACB,2007-02-21,,,,,
AACB,2007-02-22,,,,,
AACB,2007-02-23,,,,,
AACB,2007-02-26,,,,,
AACB,2007-02-27,,,,,
AACB,2007-02-28,,,,,
AACB,2007-03-01,,,,,
AACB,2007-03-02,,,,,
AACB,2007-03-05,,,,,
AACB,2007-03-06,,,,,
AACB,2007-03-07,,,,,
AACB,2007-03-08,,,,,
AACB,2007-03-09,,,,,
AACB,2007-03-12,,,,,
AACB,2007-03-13,,,,,
AACB,2007-03-14,,,,,
AACB,2007-03-15,,,,,
AACB,2007-03-16,,,,,
AACB,2007-03-19,,,,,
AACB,2007-03-20,,,,,
AACB,2007-03-21,,,,,
AACB,2007-03-22,,,,,
AACB,2007-03-23,,,,,
AACB,2007-03-26,,,,,
AACB,2007-03-27,,,,,
AACB,2007-03-28,,,,,
AACB,2007-03-29,,,,,
AACB,2007-03-30,,,,,
AACB,2007-04-02,,,,,
AACB,2007-04-03,,,,,
AACB,2007-04-04,,,,,
AACB,2007-04-05,,,,,
AACB,2007-04-09,,,,,
AACB,2007-04-10,,,,,
AACB,2007-04-11,,,,,
AACB,2007-04-12,,,,,
AACB,2007-04-13,,,,,
AACB,2007-04-16,,,,,
AACB,2007-04-17,,,,,
AACB,2007-04-18,,,,,
AACB,2007-04-19,,,,,
AACB,2007-04-20,,,,,
AACB,2007-04-23,,,,,
AACB,2007-04-24,,,,,
AACB,2007-04-25,,,,,
AACB,2007-04-26,,,,,
AACB,2007-04-27,,,,,
AACB,2007-04-30,,,,,
AACB,2007-05-01,,,,,
AACB,2007-05-02,,,,,
AACB,2007-05-03,,,,,
AACB,2007-05-04,,,,,
AACB,2007-05-07,,,,,
AACB,2007-05-08,,,,,
AACB,2007-05-09,,,,,
AACB,2007-05-10,,,,,
AACB,2007-05-11,,,,,
AACB,2007-05-14,,,,,
AACB,2007-05-15,,,,,
AACB,2007-05-16,,,,,
AACB,2007-05-17,,,,,
AACB,2007-05-18,,,,,
AACB,2007-05-21,,,,,
AACB,2007-05-22,,,,,
AACB,2007-05-23,,,,,
AACB,2007-05-24,,,,,
AACB,2007-05-25,,,,,
AACB,2007-05-29,,,,,
AACB,2007-05-30,,,,,
AACB,2007-05-31,,,,,
AACB,2007-06-01,,,,,
AACB,2007-06-04,,,,,
AACB,2007-06-05,,,,,
AACB,2007-06-06,,,,,
AACB,2007-06-07,,,,,
AACB,2007-06-08,,,,,
AACB,2007-06-11,,,,,
AACB,2007-06-12,,,,,
AACB,2007-06-13,,,,,
AACB,2007-06-14,,,,,
AACB,2007-06-15,,,,,
AACB,2007-06-18,,,,,
AACB,2007-06-19,,,,,
AACB,2007-06-20,,,,,
AACB,2007-06-21,,,,,
AACB,2007-06-22,,,,,
AACB,2007-06-25,,,,,
AACB,2007-06-26,,,,,
AACB,2007-06-27,,,,,
AACB,2007-06-28,,,,,
AACB,2007-06-29,,,,,
AACB,2007-07-02,,,,,
AACB,2007-07-03,,,,,
AACB,2007-07-05,,,,,
AACB,2007-07-06,,,,,
AACB,2007-07-09,,,,,
AACB,2007-07-10,,,,,
AACB,2007-07-11,,,,,
AACB,2007-07-12,,,,,
AACB,2007-07-13,,,,,
AACB,2007-07-16,,,,,
AACB,2007-07-17,,,,,
AACB,2007-07-18,,,,,
AACB,2007-07-19,,,,,
AACB,2007-07-20,,,,,
AACB,2007-07-23,,,,,
AACB,2007-07-24,,,,,
AACB,2007-07-25,,,,,
AACB,2007-07-26,,,,,
AACB,2007-07-27,,,,,
AACB,2007-07-30,,,,,
AACB,2007-07-31,,,,,
AACB,2007-08-01,,,,,
AACB,2007-08-02,,,,,
AACB,2007-08-03,,,,,
AACB,2007-08-06,,,,,
AACB,2007-08-07,,,,,
AACB,2007-08-08,,,,,
AACB,2007-08-09,,,,,
AACB,2007-08-10,,,,,
AACB,2007-08-13,,,,,
AACB,2007-08-14,,,,,
AACB,2007-08-15,,,,,
AACB,2007-08-16,,,,,
AACB,2007-08-17,,,,,
AACB,2007-08-20,,,,,
AACB,2007-08-21,,,,,
AACB,2007-08-22,,,,,
AACB,2007-08-23,,,,,
AACB,2007-08-24,,,,,
AACB,2007-08-27,,,,,
AACB,2007-08-28,,,,,
AACB,2007-08-29,,,,,
AACB,2007-08-30,,,,,
AACB,2007-08-31,,,,,
AACB,2007-09-04,,,,,
AACB,2007-09-05,,,,,
AACB,2007-09-06,,,,,
AACB,2007-09-07,,,,,
AACB,2007-09-10,,,,,
AACB,2007-09-11,,,,,
AACB,2007-09-12,,,,,
AACB,2007-09-13,,,,,
AACB,2007-09-14,,,,,
AACB,2007-09-17,,,,,
AACB,2007-09-18,,,,,
AACB,2007-09-19,,,,,
AACB,2007-09-20,,,,,
AACB,2007-09-21,,,,,
AACB,2007-09-24,,,,,
AACB,2007-09-25,,,,,
AACB,2007-09-26,,,,,
AACB,2007-09-27,,,,,
AACB,2007-09-28,,,,,
AACB,2007-10-01,,,,,
AACB,2007-10-02,,,,,
AACB,2007-10-03,,,,,
AACB,2007-10-04,,,,,
AACB,2007-10-05,,,,,
AACB,2007-10-08,,,,,
AACB,2007-10-09,,,,,
AACB,2007-10-10,,,,,
AACB,2007-10-11,,,,,
AACB,2007-10-12,,,,,
AACB,2007-10-15,,,,,
AACB,2007-10-16,,,,,
AACB,2007-10-17,,,,,
AACB,2007-10-18,,,,,
AACB,2007-10-19,,,,,
AACB,2007-10-22,,,,,
AACB,2007-10-23,,,,,
AACB,2007-10-24,,,,,
AACB,2007-10-25,,,,,
AACB,2007-10-26,,,,,
AACB,2007-10-29,,,,,
AACB,2007-10-30,,,,,
AACB,2007-10-31,,,,,
AACB,2007-11-01,,,,,
AACB,2007-11-02,,,,,
AACB,2007-11-05,,,,,
AACB,2007-11-06,,,,,
AACB,2007-11-07,,,,,
AACB,2007-11-08,,,,,
AACB,2007-11-09,,,,,
AACB,2007-11-12,,,,,
AACB,2007-11-13,,,,,
AACB,2007-11-14,,,,,
AACB,2007-11-15,,,,,
AACB,2007-11-16,,,,,
AACB,2007-11-19,,,,,
AACB,2007-11-20,,,,,
AACB,2007-11-21,,,,,
AACB,2007-11-23,,,,,
AACB,2007-11-26,,,,,
AACB,2007-11-27,,,,,
AACB,2007-11-28,,,,,
AACB,2007-11-29,,,,,
AACB,2007-11-30,,,,,
AACB,2007-12-03,,,,,
AACB,2007-12-04,,,,,
AACB,2007-12-05,,,,,
AACB,2007-12-06,,,,,
AACB,2007-12-07,,,,,
AACB,2007-12-10,,,,,
AACB,2007-12-11,,,,,
AACB,2007-12-12,,,,,
AACB,2007-12-13,,,,,
AACB,2007-12-14,,,,,
AACB,2007-12-17,,,,,
AACB,2007-12-18,,,,,
AACB,2007-12-19,,,,,
AACB,2007-12-20,,,,,
AACB,2007-12-21,,,,,
AACB,2007-12-24,,,,,
AACB,2007-12-26,,,,,
AACB,2007-12-27,,,,,
AACB,2007-12-28,,,,,
AACB,2007-12-31,,,,,
AACB,2008-01-02,,,,,
AACB,2008-01-03,,,,,
AACB,2008-01-04,,,,,
AACB,2008-01-07,,,,,
AACB,2008-01-08,,,,,
AACB,2008-01-09,,,,,
AACB,2008-01-10,,,,,
AACB,2008-01-11,,,,,
AACB,2008-01-14,,,,,
AACB,2008-01-15,,,,,
AACB,2008-01-16,,,,,
AACB,2008-01-17,,,,,
AACB,2008-01-18,,,,,
AACB,2008-01-22,,,,,
AACB,2008-01-23,,,,,
AACB,2008-01-24,,,,,
AACB,2008-01-25,,,,,
AACB,2008-01-28,,,,,
AACB,2008-01-29,,,,,
AACB,2008-01-30,,,,,
AACB,2008-01-31,,,,,
AACB,2008-02-01,,,,,
AACB,2008-02-04,,,,,
AACB,2008-02-05,,,,,
AACB,2008-02-06,,,,,
AACB,2008-02-07,,,,,
AACB,2008-02-08,,,,,
AACB,2008-02-11,,,,,
AACB,2008-02-12,,,,,
AACB,2008-02-13,,,,,
AACB,2008-02-14,,,,,
AACB,2008-02-15,,,,,
AACB,2008-02-19,,,,,
AACB,2008-02-20,,,,,
AACB,2008-02-21,,,,,
AACB,2008-02-22,,,,,
AACB,2008-02-25,,,,,
AACB,2008-02-26,,,,,
AACB,2008-02-27,,,,,
AACB,2008-02-28,,,,,
AACB,2008-02-29,,,,,
AACB,2008-03-03,,,,,
AACB,2008-03-04,,,,,
AACB,2008-03-05,,,,,
AACB,2008-03-06,,,,,
AACB,2008-03-07,,,,,
AACB,2008-03-10,,,,,
AACB,2008-03-11,,,,,
AACB,2008-03-12,,,,,
AACB,2008-03-13,,,,,
AACB,2008-03-14,,,,,
AACB,2008-03-17,,,,,
AACB,2008-03-18,,,,,
AACB,2008-03-19,,,,,
AACB,2008-03-20,,,,,
AACB,2008-03-24,,,,,
AACB,2008-03-25,,,,,
AACB,2008-03-26,,,,,
AACB,2008-03-27,,,,,
AACB,2008-03-28,,,,,
AACB,2008-03-31,,,,,
AACB,2008-04-01,,,,,
AACB,2008-04-02,,,,,
AACB,2008-04-03,,,,,
AACB,2008-04-04,,,,,
AACB,2008-04-07,,,,,
AACB,2008-04-08,,,,,
AACB,2008-04-09,,,,,
AACB,2008-04-10,,,,,
AACB,2008-04-11,,,,,
AACB,2008-04-14,,,,,
AACB,2008-04-15,,,,,
AACB,2008-04-16,,,,,
AACB,2008-04-17,,,,,
AACB,2008-04-18,,,,,
AACB,2008-04-21,,,,,
AACB,2008-04-22,,,,,
AACB,2008-04-23,,,,,
AACB,2008-04-24,,,,,
AACB,2008-04-25,,,,,
AACB,2008-04-28,,,,,
AACB,2008-04-29,,,,,
AACB,2008-04-30,,,,,
AACB,2008-05-01,,,,,
AACB,2008-05-02,,,,,
AACB,2008-05-05,,,,,
AACB,2008-05-06,,,,,
AACB,2008-05-07,,,,,
AACB,2008-05-08,,,,,
AACB,2008-05-09,,,,,
AACB,2008-05-12,,,,,
AACB,2008-05-13,,,,,
AACB,2008-05-14,,,,,
AACB,2008-05-15,,,,,
AACB,2008-05-16,,,,,
AACB,2008-05-19,,,,,
AACB,2008-05-20,,,,,
AACB,2008-05-21,,,,,
AACB,2008-05-22,,,,,
AACB,2008-05-23,,,,,
AACB,2008-05-27,,,,,
AACB,2008-05-28,,,,,
AACB,2008-05-29,,,,,
AACB,2008-05-30,,,,,
AACB,2008-06-02,,,,,
AACB,2008-06-03,,,,,
AACB,2008-06-04,,,,,
AACB,2008-06-05,,,,,
AACB,2008-06-06,,,,,
AACB,2008-06-09,,,,,
AACB,2008-06-10,,,,,
AACB,2008-06-11,,,,,
AACB,2008-06-12,,,,,
AACB,2008-06-13,,,,,
AACB,2008-06-16,,,,,
AACB,2008-06-17,,,,,
AACB,2008-06-18,,,,,
AACB,2008-06-19,,,,,
AACB,2008-06-20,,,,,
AACB,2008-06-23,,,,,
AACB,2008-06-24,,,,,
AACB,2008-06-25,,,,,
AACB,2008-06-26,,,,,
AACB,2008-06-27,,,,,
AACB,2008-06-30,,,,,
AACB,2008-07-01,,,,,
AACB,2008-07-02,,,,,
AACB,2008-07-03,,,,,
AACB,2008-07-07,,,,,
AACB,2008-07-08,,,,,
AACB,2008-07-09,,,,,
AACB,2008-07-10,,,,,
AACB,2008-07-11,,,,,
AACB,2008-07-14,,,,,
AACB,2008-07-15,,,,,
AACB,2008-07-16,,,,,
AACB,2008-07-17,,,,,
AACB,2008-07-18,,,,,
AACB,2008-07-21,,,,,
AACB,2008-07-22,,,,,
AACB,2008-07-23,,,,,
AACB,2008-07-24,,,,,
AACB,2008-07-25,,,,,
AACB,2008-07-28,,,,,
AACB,2008-07-29,,,,,
AACB,2008-07-30,,,,,
AACB,2008-07-31,,,,,
AACB,2008-08-01,,,,,
AACB,2008-08-04,,,,,
AACB,2008-08-05,,,,,
AACB,2008-08-06,,,,,
AACB,2008-08-07,,,,,
AACB,2008-08-08,,,,,
AACB,2008-08-11,,,,,
AACB,2008-08-12,,,,,
AACB,2008-08-13,,,,,
AACB,2008-08-14,,,,,
AACB,2008-08-15,,,,,
AACB,2008-08-18,,,,,
AACB,2008-08-19,,,,,
AACB,2008-08-20,,,,,
AACB,2008-08-21,,,,,
AACB,2008-08-22,,,,,
AACB,2008-08-25,,,,,
AACB,2008-08-26,,,,,
AACB,2008-08-27,,,,,
AACB,2008-08-28,,,,,
AACB,2008-08-29,,,,,
AACB,2008-09-02,,,,,
AACB,2008-09-03,,,,,
AACB,2008-09-04,,,,,
AACB,2008-09-05,,,,,
AACB,2008-09-08,,,,,
AACB,2008-09-09,,,,,
AACB,2008-09-10,,,,,
AACB,2008-09-11,,,,,
AACB,2008-09-12,,,,,
AACB,2008-09-15,,,,,
AACB,2008-09-16,,,,,
AACB,2008-09-17,,,,,
AACB,2008-09-18,,,,,
AACB,2008-09-19,,,,,
AACB,2008-09-22,,,,,
AACB,2008-09-23,,,,,
AACB,2008-09-24,,,,,
AACB,2008-09-25,,,,,
AACB,2008-09-26,,,,,
AACB,2008-09-29,,,,,
AACB,2008-09-30,,,,,
AACB,2008-10-01,,,,,
AACB,2008-10-02,,,,,
AACB,2008-10-03,,,,,
AACB,2008-10-06,,,,,
AACB,2008-10-07,,,,,
AACB,2008-10-08,,,,,
AACB,2008-10-09,,,,,
AACB,2008-10-10,,,,,
AACB,2008-10-13,,,,,
AACB,2008-10-14,,,,,
AACB,2008-10-15,,,,,
AACB,2008-10-16,,,,,
AACB,2008-10-17,,,,,
AACB,2008-10-20,,,,,
AACB,2008-10-21,,,,,
AACB,2008-10-22,,,,,
AACB,2008-10-23,,,,,
AACB,2008-10-24,,,,,
AACB,2008-10-27,,,,,
AACB,2008-10-28,,,,,
AACB,2008-10-29,,,,,
AACB,2008-10-30,,,,,
AACB,2008-10-31,,,,,
AACB,2008-11-03,,,,,
AACB,2008-11-04,,,,,
AACB,2008-11-05,,,,,
AACB,2008-11-06,,,,,
AACB,2008-11-07,,,,,
AACB,2008-11-10,,,,,
AACB,2008-11-11,,,,,
AACB,2008-11-12,,,,,
AACB,2008-11-13,,,,,
AACB,2008-11-14,,,,,
AACB,2008-11-17,,,,,
AACB,2008-11-18,,,,,
AACB,2008-11-19,,,,,
AACB,2008-11-20,,,,,
AACB,2008-11-21,,,,,
AACB,2008-11-24,,,,,
AACB,2008-11-25,,,,,
AACB,2008-11-26,,,,,
AACB,2008-11-28,,,,,
AACB,2008-12-01,,,,,
AACB,2008-12-02,,,,,
AACB,2008-12-03,,,,,
AACB,2008-12-04,,,,,
AACB,2008-12-05,,,,,
AACB,2008-12-08,,,,,
AACB,2008-12-09,,,,,
AACB,2008-12-10,,,,,
AACB,2008-12-11,,,,,
AACB,2008-12-12,,,,,
AACB,2008-12-15,,,,,
AACB,2008-12-16,,,,,
AACB,2008-12-17,,,,,
AACB,2008-12-18,,,,,
AACB,2008-12-19,,,,,
AACB,2008-12-22,,,,,
AACB,2008-12-23,,,,,
AACB,2008-12-24,,,,,
AACB,2008-12-26,,,,,
AACB,2008-12-29,,,,,
AACB,2008-12-30,,,,,
AACB,2008-12-31,,,,,
AACB,2009-01-02,,,,,
AACB,2009-01-05,,,,,
AACB,2009-01-06,,,,,
AACB,2009-01-07,,,,,
AACB,2009-01-08,,,,,
AACB,2009-01-09,,,,,
AACB,2009-01-12,,,,,
AACB,2009-01-13,,,,,
AACB,2009-01-14,,,,,
AACB,2009-01-15,,,,,
AACB,2009-01-16,,,,,
AACB,2009-01-20,,,,,
AACB,2009-01-21,,,,,
AACB,2009-01-22,,,,,
AACB,2009-01-23,,,,,
AACB,2009-01-26,,,,,
AACB,2009-01-27,,,,,
AACB,2009-01-28,,,,,
AACB,2009-01-29,,,,,
AACB,2009-01-30,,,,,
AACB,2009-02-02,,,,,
AACB,2009-02-03,,,,,
AACB,2009-02-04,,,,,
AACB,2009-02-05,,,,,
AACB,2009-02-06,,,,,
AACB,2009-02-09,,,,,
AACB,2009-02-10,,,,,
AACB,2009-02-11,,,,,
AACB,2009-02-12,,,,,
AACB,2009-02-13,,,,,
AACB,2009-02-17,,,,,
AACB,2009-02-18,,,,,
AACB,2009-02-19,,,,,
AACB,2009-02-20,,,,,
AACB,2009-02-23,,,,,
AACB,2009-02-24,,,,,
AACB,2009-02-25,,,,,
AACB,2009-02-26,,,,,
AACB,2009-02-27,,,,,
AACB,2009-03-02,,,,,
AACB,2009-03-03,,,,,
AACB,2009-03-04,,,,,
AACB,2009-03-05,,,,,
AACB,2009-03-06,,,,,
AACB,2009-03-09,,,,,
AACB,2009-03-10,,,,,
AACB,2009-03-11,,,,,
AACB,2009-03-12,,,,,
AACB,2009-03-13,,,,,
AACB,2009-03-16,,,,,
